leaf,kernel,mode,radius,L,count,total,key
18324,cube,spherical,2.000000,0.057514,6,6,0
16807,cube,spherical,2.000000,0.920227,0,0,0
17224,cube,spherical,2.000000,0.920227,0,0,0
17225,cube,spherical,2.000000,0.920227,0,0,0
17226,cube,spherical,2.000000,0.920227,0,0,0
17227,cube,spherical,2.000000,0.920227,0,0,0
17217,cube,spherical,2.000000,0.460113,29,29,0
17218,cube,spherical,2.000000,0.460113,0,0,0
17221,cube,spherical,2.000000,0.460113,0,0,0
17222,cube,spherical,2.000000,0.460113,0,0,0
16888,cube,spherical,2.000000,0.460113,0,0,0
17087,cube,spherical,2.000000,0.460113,0,0,0
16989,cube,spherical,2.000000,0.230057,2,2,0
17050,cube,spherical,2.000000,0.230057,0,0,0
17053,cube,spherical,2.000000,0.115028,58,58,0
17054,cube,spherical,2.000000,0.115028,29,29,0
17063,cube,spherical,2.000000,0.057514,0,0,0
17064,cube,spherical,2.000000,0.057514,36,36,0
17065,cube,spherical,2.000000,0.057514,27,27,0
17066,cube,spherical,2.000000,0.057514,0,0,0
17055,cube,spherical,2.000000,0.057514,38,38,0
17056,cube,spherical,2.000000,0.057514,33,33,0
17061,cube,spherical,2.000000,0.057514,7,7,0
17062,cube,spherical,2.000000,0.057514,0,0,0
16969,cube,spherical,2.000000,0.115028,48,48,0
16970,cube,spherical,2.000000,0.115028,0,0,0
16979,cube,spherical,2.000000,0.057514,6,6,0
16980,cube,spherical,2.000000,0.057514,37,37,0
16981,cube,spherical,2.000000,0.057514,41,41,0
16982,cube,spherical,2.000000,0.057514,1,1,0
16971,cube,spherical,2.000000,0.057514,29,29,0
16972,cube,spherical,2.000000,0.057514,19,19,0
16977,cube,spherical,2.000000,0.057514,29,29,0
16978,cube,spherical,2.000000,0.057514,17,17,0
16897,cube,spherical,2.000000,0.230057,10,10,0
16937,cube,spherical,2.000000,0.230057,7,7,0
16947,cube,spherical,2.000000,0.115028,117,117,0
16956,cube,spherical,2.000000,0.115028,0,0,0
16957,cube,spherical,2.000000,0.115028,0,0,0
16948,cube,spherical,2.000000,0.057514,34,34,0
16949,cube,spherical,2.000000,0.057514,33,33,0
16954,cube,spherical,2.000000,0.057514,0,0,0
16955,cube,spherical,2.000000,0.057514,0,0,0
16891,cube,spherical,2.000000,0.115028,0,0,0
16892,cube,spherical,2.000000,0.115028,0,0,0
16893,cube,spherical,2.000000,0.115028,105,105,0
16894,cube,spherical,2.000000,0.115028,107,107,0
16848,cube,spherical,2.000000,0.460113,0,0,0
16849,cube,spherical,2.000000,0.460113,0,0,0
16850,cube,spherical,2.000000,0.460113,0,0,0
16812,cube,spherical,2.000000,0.230057,1,19,0
16821,cube,spherical,2.000000,0.230057,0,0,0
16822,cube,spherical,2.000000,0.230057,0,0,0
16842,cube,spherical,2.000000,0.115028,21,21,0
16843,cube,spherical,2.000000,0.115028,69,69,0
16844,cube,spherical,2.000000,0.115028,0,0,0
16845,cube,spherical,2.000000,0.115028,0,0,0
16832,cube,spherical,2.000000,0.115028,23,23,0
16833,cube,spherical,2.000000,0.115028,77,77,0
16834,cube,spherical,2.000000,0.115028,27,27,0
16835,cube,spherical,2.000000,0.115028,0,0,0
16817,cube,spherical,2.000000,0.115028,0,0,0
16818,cube,spherical,2.000000,0.115028,17,17,0
16819,cube,spherical,2.000000,0.115028,22,22,0
16820,cube,spherical,2.000000,0.115028,0,0,0
16323,cube,spherical,2.000000,0.920227,62,62,0
16806,cube,spherical,2.000000,0.920227,0,0,0
16735,cube,spherical,2.000000,0.460113,0,0,0
16736,cube,spherical,2.000000,0.460113,0,0,0
16773,cube,spherical,2.000000,0.230057,52,52,0
16774,cube,spherical,2.000000,0.230057,57,57,0
16791,cube,spherical,2.000000,0.230057,0,0,0
16792,cube,spherical,2.000000,0.230057,0,0,0
16793,cube,spherical,2.000000,0.230057,39,115,0
16796,cube,spherical,2.000000,0.115028,26,26,0
16797,cube,spherical,2.000000,0.115028,0,0,0
16798,cube,spherical,2.000000,0.115028,0,0,0
16799,cube,spherical,2.000000,0.115028,23,23,0
16745,cube,spherical,2.000000,0.230057,0,0,0
16746,cube,spherical,2.000000,0.230057,0,0,0
16755,cube,spherical,2.000000,0.230057,43,43,0
16772,cube,spherical,2.000000,0.230057,43,43,0
16765,cube,spherical,2.000000,0.115028,20,20,0
16766,cube,spherical,2.000000,0.115028,0,0,0
16769,cube,spherical,2.000000,0.115028,0,0,0
16770,cube,spherical,2.000000,0.115028,22,22,0
16757,cube,spherical,2.000000,0.115028,30,30,0
16758,cube,spherical,2.000000,0.115028,0,0,0
16761,cube,spherical,2.000000,0.115028,0,0,0
16762,cube,spherical,2.000000,0.115028,27,27,0
16659,cube,spherical,2.000000,0.460113,0,0,0
16660,cube,spherical,2.000000,0.460113,0,0,0
16661,cube,spherical,2.000000,0.460113,76,76,0
16662,cube,spherical,2.000000,0.460113,38,38,0
16616,cube,spherical,2.000000,0.460113,0,0,0
16619,cube,spherical,2.000000,0.460113,0,0,0
16620,cube,spherical,2.000000,0.460113,115,115,0
16610,cube,spherical,2.000000,0.230057,0,0,0
16611,cube,spherical,2.000000,0.230057,0,0,0
16612,cube,spherical,2.000000,0.230057,0,0,0
16613,cube,spherical,2.000000,0.230057,0,0,0
16524,cube,spherical,2.000000,0.460113,16,16,0
16527,cube,spherical,2.000000,0.460113,0,0,0
16530,cube,spherical,2.000000,0.230057,0,0,0
16531,cube,spherical,2.000000,0.230057,0,0,0
16532,cube,spherical,2.000000,0.230057,0,0,0
16533,cube,spherical,2.000000,0.230057,0,0,0
16518,cube,spherical,2.000000,0.230057,0,0,0
16519,cube,spherical,2.000000,0.230057,0,0,0
16520,cube,spherical,2.000000,0.230057,0,0,0
16521,cube,spherical,2.000000,0.230057,0,0,0
16474,cube,spherical,2.000000,0.460113,55,55,0
16475,cube,spherical,2.000000,0.460113,30,30,0
16476,cube,spherical,2.000000,0.460113,0,0,0
16477,cube,spherical,2.000000,0.460113,0,0,0
16400,cube,spherical,2.000000,0.460113,0,0,0
16401,cube,spherical,2.000000,0.460113,0,0,0
16364,cube,spherical,2.000000,0.230057,38,38,0
16381,cube,spherical,2.000000,0.230057,38,38,0
16390,cube,spherical,2.000000,0.230057,0,0,0
16391,cube,spherical,2.000000,0.230057,0,0,0
16374,cube,spherical,2.000000,0.115028,28,28,0
16375,cube,spherical,2.000000,0.115028,0,0,0
16378,cube,spherical,2.000000,0.115028,0,0,0
16379,cube,spherical,2.000000,0.115028,29,29,0
16366,cube,spherical,2.000000,0.115028,31,31,0
16367,cube,spherical,2.000000,0.115028,0,0,0
16370,cube,spherical,2.000000,0.115028,0,0,0
16371,cube,spherical,2.000000,0.115028,34,34,0
16344,cube,spherical,2.000000,0.230057,0,0,0
16345,cube,spherical,2.000000,0.230057,0,0,0
16362,cube,spherical,2.000000,0.230057,40,40,0
16363,cube,spherical,2.000000,0.230057,42,42,0
16340,cube,spherical,2.000000,0.115028,0,0,0
16341,cube,spherical,2.000000,0.115028,26,26,0
16342,cube,spherical,2.000000,0.115028,31,31,0
16343,cube,spherical,2.000000,0.115028,0,0,0
16330,cube,spherical,2.000000,0.115028,37,37,0
16331,cube,spherical,2.000000,0.115028,0,0,0
16332,cube,spherical,2.000000,0.115028,0,0,0
16333,cube,spherical,2.000000,0.115028,34,34,0
15552,cube,spherical,2.000000,0.920227,0,0,0
15553,cube,spherical,2.000000,0.920227,0,0,0
15714,cube,spherical,2.000000,0.460113,0,0,0
15715,cube,spherical,2.000000,0.460113,0,0,0
15716,cube,spherical,2.000000,0.230057,0,0,0
15719,cube,spherical,2.000000,0.230057,0,0,0
15720,cube,spherical,2.000000,0.230057,0,0,0
15721,cube,spherical,2.000000,0.230057,45,45,0
15722,cube,spherical,2.000000,0.230057,36,36,0
15723,cube,spherical,2.000000,0.230057,0,0,0
15707,cube,spherical,2.000000,0.230057,65,65,0
15708,cube,spherical,2.000000,0.230057,56,56,0
15710,cube,spherical,2.000000,0.230057,0,0,0
15711,cube,spherical,2.000000,0.230057,0,0,0
15712,cube,spherical,2.000000,0.230057,0,0,0
15713,cube,spherical,2.000000,0.230057,0,0,0
15685,cube,spherical,2.000000,0.230057,5,5,0
15686,cube,spherical,2.000000,0.230057,21,21,0
15704,cube,spherical,2.000000,0.230057,97,97,0
15696,cube,spherical,2.000000,0.115028,31,31,0
15697,cube,spherical,2.000000,0.115028,17,17,0
15702,cube,spherical,2.000000,0.115028,19,19,0
15703,cube,spherical,2.000000,0.115028,31,31,0
15646,cube,spherical,2.000000,0.230057,20,20,0
15647,cube,spherical,2.000000,0.230057,125,125,0
15656,cube,spherical,2.000000,0.230057,22,22,0
15649,cube,spherical,2.000000,0.115028,24,24,0
15650,cube,spherical,2.000000,0.115028,17,17,0
15653,cube,spherical,2.000000,0.115028,25,25,0
15654,cube,spherical,2.000000,0.115028,22,22,0
15556,cube,spherical,2.000000,0.460113,0,0,0
15557,cube,spherical,2.000000,0.460113,0,0,0
15610,cube,spherical,2.000000,0.230057,22,22,0
15645,cube,spherical,2.000000,0.230057,25,25,0
15628,cube,spherical,2.000000,0.115028,15,15,0
15631,cube,spherical,2.000000,0.115028,29,29,0
15632,cube,spherical,2.000000,0.115028,23,23,0
15635,cube,spherical,2.000000,0.115028,22,22,0
15620,cube,spherical,2.000000,0.115028,18,18,0
15623,cube,spherical,2.000000,0.115028,28,28,0
15624,cube,spherical,2.000000,0.115028,36,36,0
15627,cube,spherical,2.000000,0.115028,21,21,0
15592,cube,spherical,2.000000,0.230057,33,33,0
15609,cube,spherical,2.000000,0.230057,30,30,0
15584,cube,spherical,2.000000,0.115028,19,19,0
15587,cube,spherical,2.000000,0.115028,17,17,0
15588,cube,spherical,2.000000,0.115028,30,30,0
15591,cube,spherical,2.000000,0.115028,33,33,0
15578,cube,spherical,2.000000,0.115028,15,15,0
15579,cube,spherical,2.000000,0.115028,21,21,0
15580,cube,spherical,2.000000,0.115028,22,22,0
15581,cube,spherical,2.000000,0.115028,16,16,0
15566,cube,spherical,2.000000,0.230057,0,0,0
15567,cube,spherical,2.000000,0.230057,0,0,0
15568,cube,spherical,2.000000,0.230057,0,0,0
15569,cube,spherical,2.000000,0.230057,0,0,0
15570,cube,spherical,2.000000,0.230057,8,8,0
15573,cube,spherical,2.000000,0.230057,44,44,0
15558,cube,spherical,2.000000,0.230057,0,0,0
15559,cube,spherical,2.000000,0.230057,0,0,0
15562,cube,spherical,2.000000,0.230057,37,37,0
15563,cube,spherical,2.000000,0.230057,27,27,0
15564,cube,spherical,2.000000,0.230057,0,0,0
15565,cube,spherical,2.000000,0.230057,0,0,0
144425,cube,spherical,2.000000,1.840453,0,0,0
144426,cube,spherical,2.000000,1.840453,0,0,0
144427,cube,spherical,2.000000,1.840453,39,39,0
144428,cube,spherical,2.000000,1.840453,0,0,0
144429,cube,spherical,2.000000,1.840453,0,26,0
144497,cube,spherical,2.000000,0.920227,0,0,0
144468,cube,spherical,2.000000,0.920227,32,32,0
144460,cube,spherical,2.000000,0.460113,72,72,0
144461,cube,spherical,2.000000,0.460113,23,37,0
144462,cube,spherical,2.000000,0.460113,0,0,0
144465,cube,spherical,2.000000,0.460113,0,0,0
144466,cube,spherical,2.000000,0.460113,4,8,0
144467,cube,spherical,2.000000,0.460113,56,56,0
144443,cube,spherical,2.000000,0.460113,80,80,0
144444,cube,spherical,2.000000,0.460113,2,2,0
144445,cube,spherical,2.000000,0.460113,0,0,0
144448,cube,spherical,2.000000,0.460113,0,0,0
144449,cube,spherical,2.000000,0.460113,0,0,0
144450,cube,spherical,2.000000,0.460113,28,28,0
144435,cube,spherical,2.000000,0.460113,83,83,0
144436,cube,spherical,2.000000,0.460113,27,27,0
144437,cube,spherical,2.000000,0.460113,0,0,0
144440,cube,spherical,2.000000,0.460113,0,0,0
144441,cube,spherical,2.000000,0.460113,8,8,0
144442,cube,spherical,2.000000,0.460113,103,103,0
105971,cube,spherical,2.000000,1.840453,0,0,0
105972,cube,spherical,2.000000,1.840453,0,0,0
106066,cube,spherical,2.000000,0.920227,62,62,0
106075,cube,spherical,2.000000,0.920227,91,91,0
106076,cube,spherical,2.000000,0.920227,44,44,0
106071,cube,spherical,2.000000,0.460113,67,67,0
106072,cube,spherical,2.000000,0.460113,0,0,0
106073,cube,spherical,2.000000,0.460113,0,0,0
106074,cube,spherical,2.000000,0.460113,84,84,0
106064,cube,spherical,2.000000,0.920227,0,0,0
106065,cube,spherical,2.000000,0.920227,74,74,0
106056,cube,spherical,2.000000,0.460113,0,0,0
106057,cube,spherical,2.000000,0.460113,0,0,0
106058,cube,spherical,2.000000,0.460113,0,0,0
106059,cube,spherical,2.000000,0.460113,0,0,0
106048,cube,spherical,2.000000,0.460113,0,0,0
106049,cube,spherical,2.000000,0.460113,0,0,0
106050,cube,spherical,2.000000,0.460113,10,10,0
106051,cube,spherical,2.000000,0.460113,65,65,0
106029,cube,spherical,2.000000,0.460113,78,78,0
106030,cube,spherical,2.000000,0.460113,32,32,0
106031,cube,spherical,2.000000,0.460113,52,52,0
106032,cube,spherical,2.000000,0.460113,0,0,0
106021,cube,spherical,2.000000,0.460113,0,0,0
106022,cube,spherical,2.000000,0.460113,46,46,0
106023,cube,spherical,2.000000,0.460113,53,53,0
106024,cube,spherical,2.000000,0.460113,0,0,0
106026,cube,spherical,2.000000,0.460113,31,31,0
106027,cube,spherical,2.000000,0.460113,37,37,0
105909,cube,spherical,2.000000,0.460113,27,27,0
105910,cube,spherical,2.000000,0.460113,44,44,0
105912,cube,spherical,2.000000,0.460113,0,0,0
105913,cube,spherical,2.000000,0.460113,66,66,0
105914,cube,spherical,2.000000,0.460113,61,61,0
105915,cube,spherical,2.000000,0.460113,0,0,0
105901,cube,spherical,2.000000,0.460113,54,54,0
105902,cube,spherical,2.000000,0.460113,61,61,0
105903,cube,spherical,2.000000,0.460113,0,0,0
105904,cube,spherical,2.000000,0.460113,0,0,0
105905,cube,spherical,2.000000,0.460113,69,69,0
105906,cube,spherical,2.000000,0.460113,34,34,0
105878,cube,spherical,2.000000,0.920227,0,0,0
105879,cube,spherical,2.000000,0.920227,0,0,0
105894,cube,spherical,2.000000,0.460113,0,0,0
105895,cube,spherical,2.000000,0.460113,0,0,0
105896,cube,spherical,2.000000,0.460113,0,0,0
105897,cube,spherical,2.000000,0.460113,0,0,0
105884,cube,spherical,2.000000,0.460113,0,0,0
105885,cube,spherical,2.000000,0.460113,0,0,0
105886,cube,spherical,2.000000,0.460113,0,0,0
105887,cube,spherical,2.000000,0.460113,0,0,0
105860,cube,spherical,2.000000,0.920227,113,113,0
105861,cube,spherical,2.000000,0.920227,79,79,0
105872,cube,spherical,2.000000,0.460113,0,0,0
105873,cube,spherical,2.000000,0.460113,75,75,0
105874,cube,spherical,2.000000,0.460113,70,70,0
105875,cube,spherical,2.000000,0.460113,0,0,0
105862,cube,spherical,2.000000,0.460113,74,74,0
105863,cube,spherical,2.000000,0.460113,0,0,0
105864,cube,spherical,2.000000,0.460113,0,0,0
105865,cube,spherical,2.000000,0.460113,70,70,0
105652,cube,spherical,2.000000,1.840453,0,0,0
105849,cube,spherical,2.000000,0.920227,114,114,0
105850,cube,spherical,2.000000,0.920227,120,120,0
105851,cube,spherical,2.000000,0.920227,52,52,0
105845,cube,spherical,2.000000,0.460113,61,61,0
105846,cube,spherical,2.000000,0.460113,0,0,0
105847,cube,spherical,2.000000,0.460113,0,0,0
105848,cube,spherical,2.000000,0.460113,76,76,0
105819,cube,spherical,2.000000,0.920227,0,0,0
105840,cube,spherical,2.000000,0.920227,0,0,0
105832,cube,spherical,2.000000,0.460113,0,0,0
105833,cube,spherical,2.000000,0.460113,0,0,0
105834,cube,spherical,2.000000,0.460113,0,0,0
105835,cube,spherical,2.000000,0.460113,0,0,0
105824,cube,spherical,2.000000,0.460113,0,0,0
105825,cube,spherical,2.000000,0.460113,0,0,0
105826,cube,spherical,2.000000,0.460113,0,0,0
105827,cube,spherical,2.000000,0.460113,0,0,0
105797,cube,spherical,2.000000,0.920227,0,0,0
105818,cube,spherical,2.000000,0.920227,10,10,0
105810,cube,spherical,2.000000,0.460113,0,0,0
105811,cube,spherical,2.000000,0.460113,14,14,0
105812,cube,spherical,2.000000,0.460113,11,11,0
105813,cube,spherical,2.000000,0.460113,0,0,0
105802,cube,spherical,2.000000,0.460113,0,0,0
105803,cube,spherical,2.000000,0.460113,2,2,0
105804,cube,spherical,2.000000,0.460113,1,1,0
105805,cube,spherical,2.000000,0.460113,0,0,0
105789,cube,spherical,2.000000,0.920227,69,69,0
105792,cube,spherical,2.000000,0.920227,113,113,0
105793,cube,spherical,2.000000,0.920227,0,0,0
105796,cube,spherical,2.000000,0.920227,0,0,0
105785,cube,spherical,2.000000,0.920227,0,0,0
105788,cube,spherical,2.000000,0.920227,0,0,0
105758,cube,spherical,2.000000,0.460113,20,20,0
105759,cube,spherical,2.000000,0.460113,54,54,0
105760,cube,spherical,2.000000,0.460113,11,11,0
105761,cube,spherical,2.000000,0.460113,0,0,0
105764,cube,spherical,2.000000,0.460113,75,75,0
105765,cube,spherical,2.000000,0.460113,91,91,0
105746,cube,spherical,2.000000,0.460113,74,74,0
105747,cube,spherical,2.000000,0.460113,83,83,0
105750,cube,spherical,2.000000,0.460113,0,0,0
105751,cube,spherical,2.000000,0.460113,4,4,0
105752,cube,spherical,2.000000,0.460113,21,21,0
105753,cube,spherical,2.000000,0.460113,45,45,0
105701,cube,spherical,2.000000,0.460113,35,35,0
105702,cube,spherical,2.000000,0.460113,26,26,0
105703,cube,spherical,2.000000,0.460113,0,0,0
105704,cube,spherical,2.000000,0.460113,0,0,0
105707,cube,spherical,2.000000,0.460113,33,33,0
105708,cube,spherical,2.000000,0.460113,78,78,0
105689,cube,spherical,2.000000,0.460113,34,34,0
105690,cube,spherical,2.000000,0.460113,53,53,0
105693,cube,spherical,2.000000,0.460113,0,0,0
105694,cube,spherical,2.000000,0.460113,0,0,0
105695,cube,spherical,2.000000,0.460113,78,78,0
105696,cube,spherical,2.000000,0.460113,82,82,0
359632,cube,spherical,2.000000,3.680906,0,0,0
366268,cube,spherical,2.000000,3.680906,0,0,0
361382,cube,spherical,2.000000,1.840453,0,0,0
359903,cube,spherical,2.000000,0.920227,28,28,0
360343,cube,spherical,2.000000,0.460113,0,0,0
360346,cube,spherical,2.000000,0.460113,0,0,0
360347,cube,spherical,2.000000,0.460113,0,0,0
360357,cube,spherical,2.000000,0.460113,0,0,0
360307,cube,spherical,2.000000,0.460113,33,33,0
360309,cube,spherical,2.000000,0.460113,0,0,0
360340,cube,spherical,2.000000,0.460113,0,0,0
360342,cube,spherical,2.000000,0.460113,89,89,0
360328,cube,spherical,2.000000,0.230057,35,35,0
360329,cube,spherical,2.000000,0.230057,58,58,0
360330,cube,spherical,2.000000,0.115028,20,20,0
360331,cube,spherical,2.000000,0.115028,13,13,0
360332,cube,spherical,2.000000,0.115028,44,44,0
360333,cube,spherical,2.000000,0.115028,36,36,0
360324,cube,spherical,2.000000,0.115028,50,50,0
360325,cube,spherical,2.000000,0.115028,51,51,0
360326,cube,spherical,2.000000,0.115028,15,15,0
360327,cube,spherical,2.000000,0.115028,15,15,0
360312,cube,spherical,2.000000,0.230057,99,99,0
360313,cube,spherical,2.000000,0.230057,0,0,0
360314,cube,spherical,2.000000,0.230057,6,6,0
360315,cube,spherical,2.000000,0.230057,117,117,0
360180,cube,spherical,2.000000,0.460113,4,4,0
360196,cube,spherical,2.000000,0.460113,9,9,0
360197,cube,spherical,2.000000,0.460113,0,0,0
360303,cube,spherical,2.000000,0.230057,2,2,0
360304,cube,spherical,2.000000,0.230057,62,62,0
360305,cube,spherical,2.000000,0.230057,7,7,0
360306,cube,spherical,2.000000,0.230057,0,0,0
360252,cube,spherical,2.000000,0.230057,0,0,0
360269,cube,spherical,2.000000,0.230057,0,0,0
360261,cube,spherical,2.000000,0.115028,1,1,0
360264,cube,spherical,2.000000,0.115028,66,66,0
360265,cube,spherical,2.000000,0.115028,69,69,0
360268,cube,spherical,2.000000,0.115028,5,5,0
360253,cube,spherical,2.000000,0.115028,0,0,0
360256,cube,spherical,2.000000,0.115028,48,48,0
360257,cube,spherical,2.000000,0.115028,66,66,0
360260,cube,spherical,2.000000,0.115028,0,0,0
360230,cube,spherical,2.000000,0.230057,0,0,0
360231,cube,spherical,2.000000,0.230057,63,63,0
360222,cube,spherical,2.000000,0.115028,13,13,0
360223,cube,spherical,2.000000,0.115028,51,51,0
360228,cube,spherical,2.000000,0.115028,38,38,0
360229,cube,spherical,2.000000,0.115028,71,71,0
360218,cube,spherical,2.000000,0.115028,0,0,0
360219,cube,spherical,2.000000,0.115028,73,73,0
360220,cube,spherical,2.000000,0.115028,88,88,0
360221,cube,spherical,2.000000,0.115028,2,2,0
360176,cube,spherical,2.000000,0.460113,0,0,0
360177,cube,spherical,2.000000,0.460113,0,0,0
360178,cube,spherical,2.000000,0.460113,0,0,0
360179,cube,spherical,2.000000,0.460113,0,0,0
360066,cube,spherical,2.000000,0.460113,0,0,0
360067,cube,spherical,2.000000,0.460113,0,0,0
360068,cube,spherical,2.000000,0.460113,0,0,0
360080,cube,spherical,2.000000,0.230057,26,26,0
360089,cube,spherical,2.000000,0.230057,41,41,0
360091,cube,spherical,2.000000,0.115028,23,23,0
360092,cube,spherical,2.000000,0.115028,48,48,0
360095,cube,spherical,2.000000,0.115028,2,2,0
360096,cube,spherical,2.000000,0.115028,5,5,0
360082,cube,spherical,2.000000,0.115028,0,0,0
360083,cube,spherical,2.000000,0.115028,1,1,0
360086,cube,spherical,2.000000,0.115028,41,41,0
360087,cube,spherical,2.000000,0.115028,30,30,0
360065,cube,spherical,2.000000,0.460113,122,122,0
360025,cube,spherical,2.000000,0.230057,0,0,0
360026,cube,spherical,2.000000,0.230057,79,79,0
360035,cube,spherical,2.000000,0.230057,0,0,0
360027,cube,spherical,2.000000,0.115028,0,0,0
360030,cube,spherical,2.000000,0.115028,44,44,0
360031,cube,spherical,2.000000,0.115028,32,32,0
360034,cube,spherical,2.000000,0.115028,10,10,0
360017,cube,spherical,2.000000,0.230057,0,0,0
360009,cube,spherical,2.000000,0.115028,23,68,0
360010,cube,spherical,2.000000,0.115028,32,32,0
360015,cube,spherical,2.000000,0.115028,42,42,0
360016,cube,spherical,2.000000,0.115028,0,8,0
359987,cube,spherical,2.000000,0.230057,0,0,0
359988,cube,spherical,2.000000,0.230057,4,13,0
359955,cube,spherical,2.000000,0.230057,0,0,0
359956,cube,spherical,2.000000,0.230057,43,43,0
359965,cube,spherical,2.000000,0.230057,0,0,0
359957,cube,spherical,2.000000,0.115028,0,0,0
359960,cube,spherical,2.000000,0.115028,14,14,0
359961,cube,spherical,2.000000,0.115028,43,43,0
359964,cube,spherical,2.000000,0.115028,0,0,0
359922,cube,spherical,2.000000,0.230057,0,0,0
359939,cube,spherical,2.000000,0.230057,2,2,0
359932,cube,spherical,2.000000,0.115028,15,15,0
359933,cube,spherical,2.000000,0.115028,46,46,0
359936,cube,spherical,2.000000,0.115028,16,16,0
359937,cube,spherical,2.000000,0.115028,41,41,0
359924,cube,spherical,2.000000,0.115028,0,0,0
359925,cube,spherical,2.000000,0.115028,33,33,0
359928,cube,spherical,2.000000,0.115028,55,55,0
359929,cube,spherical,2.000000,0.115028,8,8,0
359839,cube,spherical,2.000000,0.460113,0,0,0
359856,cube,spherical,2.000000,0.460113,0,0,0
359888,cube,spherical,2.000000,0.230057,0,0,0
359897,cube,spherical,2.000000,0.230057,128,128,0
359898,cube,spherical,2.000000,0.230057,0,0,0
359890,cube,spherical,2.000000,0.115028,37,37,0
359891,cube,spherical,2.000000,0.115028,2,2,0
359894,cube,spherical,2.000000,0.115028,5,5,0
359895,cube,spherical,2.000000,0.115028,31,31,0
359867,cube,spherical,2.000000,0.230057,126,126,0
359868,cube,spherical,2.000000,0.230057,0,0,0
359871,cube,spherical,2.000000,0.230057,0,0,0
359861,cube,spherical,2.000000,0.115028,4,4,0
359862,cube,spherical,2.000000,0.115028,28,28,0
359863,cube,spherical,2.000000,0.115028,27,27,0
359864,cube,spherical,2.000000,0.115028,5,5,0
359667,cube,spherical,2.000000,1.840453,0,0,0
359838,cube,spherical,2.000000,1.840453,43,43,0
358860,cube,spherical,2.000000,0.920227,0,0,0
358861,cube,spherical,2.000000,0.920227,0,0,0
358910,cube,spherical,2.000000,0.460113,0,0,0
358911,cube,spherical,2.000000,0.460113,0,0,0
358903,cube,spherical,2.000000,0.230057,123,123,0
358904,cube,spherical,2.000000,0.230057,125,125,0
358907,cube,spherical,2.000000,0.230057,13,13,0
358908,cube,spherical,2.000000,0.230057,19,19,0
358894,cube,spherical,2.000000,0.230057,115,115,0
358895,cube,spherical,2.000000,0.230057,127,127,0
358896,cube,spherical,2.000000,0.230057,23,23,0
358897,cube,spherical,2.000000,0.230057,28,28,0
358886,cube,spherical,2.000000,0.230057,0,0,0
358887,cube,spherical,2.000000,0.230057,0,0,0
358892,cube,spherical,2.000000,0.230057,0,0,0
358893,cube,spherical,2.000000,0.230057,0,0,0
358882,cube,spherical,2.000000,0.230057,0,0,0
358883,cube,spherical,2.000000,0.230057,0,0,0
358884,cube,spherical,2.000000,0.230057,0,0,0
358885,cube,spherical,2.000000,0.230057,0,0,0
358810,cube,spherical,2.000000,0.460113,0,0,0
358811,cube,spherical,2.000000,0.460113,0,0,0
358852,cube,spherical,2.000000,0.230057,38,38,0
358853,cube,spherical,2.000000,0.230057,0,0,0
358854,cube,spherical,2.000000,0.230057,54,54,0
358855,cube,spherical,2.000000,0.230057,97,97,0
358836,cube,spherical,2.000000,0.230057,0,0,0
358837,cube,spherical,2.000000,0.230057,0,0,0
358838,cube,spherical,2.000000,0.230057,0,0,0
358839,cube,spherical,2.000000,0.230057,0,0,0
358828,cube,spherical,2.000000,0.230057,0,0,0
358831,cube,spherical,2.000000,0.230057,125,125,0
358832,cube,spherical,2.000000,0.230057,0,0,0
358835,cube,spherical,2.000000,0.230057,0,0,0
358824,cube,spherical,2.000000,0.230057,18,18,0
358827,cube,spherical,2.000000,0.230057,124,124,0
358813,cube,spherical,2.000000,0.230057,29,29,0
358814,cube,spherical,2.000000,0.230057,22,22,0
358817,cube,spherical,2.000000,0.230057,126,126,0
358818,cube,spherical,2.000000,0.230057,119,119,0
358345,cube,spherical,2.000000,0.920227,0,0,0
358346,cube,spherical,2.000000,0.920227,0,0,0
358379,cube,spherical,2.000000,0.460113,0,0,0
358396,cube,spherical,2.000000,0.460113,0,0,0
358389,cube,spherical,2.000000,0.230057,25,25,0
358390,cube,spherical,2.000000,0.230057,117,117,0
358393,cube,spherical,2.000000,0.230057,121,121,0
358394,cube,spherical,2.000000,0.230057,26,26,0
358381,cube,spherical,2.000000,0.230057,16,16,0
358382,cube,spherical,2.000000,0.230057,124,124,0
358385,cube,spherical,2.000000,0.230057,127,127,0
358386,cube,spherical,2.000000,0.230057,12,12,0
358365,cube,spherical,2.000000,0.230057,0,0,0
358366,cube,spherical,2.000000,0.230057,0,0,0
358367,cube,spherical,2.000000,0.230057,0,0,0
358368,cube,spherical,2.000000,0.230057,0,0,0
358357,cube,spherical,2.000000,0.230057,0,0,0
358358,cube,spherical,2.000000,0.230057,0,0,0
358359,cube,spherical,2.000000,0.230057,0,0,0
358360,cube,spherical,2.000000,0.230057,0,0,0
358335,cube,spherical,2.000000,0.460113,0,0,0
358336,cube,spherical,2.000000,0.460113,0,0,0
358319,cube,spherical,2.000000,0.230057,0,0,0
358320,cube,spherical,2.000000,0.230057,0,0,0
358321,cube,spherical,2.000000,0.230057,0,0,0
358322,cube,spherical,2.000000,0.230057,0,0,0
358311,cube,spherical,2.000000,0.230057,113,113,0
358312,cube,spherical,2.000000,0.230057,23,23,0
